strategy,symbol,market_type,from,to,quantity,fee_rate,cooldown_seconds,close_mode,it_breakout_n,it_cooldown_bars,it_sep_gate,it_sl_atr,it_trend_ema,rows_total,rows_sqlite,rows_api,missing_ranges,candles_fed,warmup_candles,signal_count,entry_signal_count,trade_count,net_pnl,gross_profit,gross_loss,total_fees,return_pct,win_rate,profit_factor,max_drawdown_pct,exit_code,error
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,2.5,200,19589,19589,0,0,19589,319,55,55,55,-20.701914600000016,0.09421300000000002,-20.796127600000016,17.3461146,0.0,0.03636363636363636,0.004530314576450279,22076.554777074158,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,2.5,200,19589,19589,0,0,19589,319,56,56,56,-22.105855600000055,0.08606180000001165,-22.191917400000072,17.6238556,0.0,0.017857142857142856,0.003878069589426796,23566.938004250696,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.3,2.5,200,19589,19589,0,0,19589,319,58,58,58,-21.145095800000057,1.4394665999999943,-22.58456240000005,18.294095799999997,0.0,0.05172413793103448,0.06373674966578016,22547.02314225475,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.5,2.5,200,19589,19589,0,0,19589,319,55,55,55,-20.141802199999972,0.1949446000000175,-20.33674679999999,17.347202199999998,0.0,0.05454545454545454,0.009585830119103298,21481.9556263309,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.15,2.5,400,19589,19589,0,0,19589,531,54,54,54,-21.408036800000144,0.08606180000001165,-21.494098600000154,16.992036799999997,0.0,0.018518518518518517,0.004003973444134616,28951.80161724634,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.3,2.5,400,19589,19589,0,0,19589,531,56,56,56,-19.982781200000158,1.4394665999999943,-21.42224780000015,17.659581199999998,0.0,0.05357142857142857,0.06719493740521404,27030.97196765097,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,2.5,400,19589,19589,0,0,19589,531,55,55,55,-18.87009760000006,0.4926625999999942,-19.362760200000057,17.338497599999997,0.0,0.07272727272727272,0.02544382076270266,25531.398382745418,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,2.5,400,19589,19589,0,0,19589,531,54,54,54,-20.949309200000094,0.08606180000001165,-21.035371000000104,16.9937092,0.0,0.018518518518518517,0.004091289856499856,28333.57035040001,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.3,2.5,400,19589,19589,0,0,19589,531,56,56,56,-19.806433000000116,1.4394665999999943,-21.245899600000108,17.659433,0.0,0.05357142857142857,0.0677526782626793,26793.305929915106,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.5,2.5,400,19589,19589,0,0,19589,531,55,55,55,-18.916248200000044,0.49426420000000004,-19.410512400000044,17.3384482,0.0,0.07272727272727272,0.025463737886692723,25593.595956869372,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.15,3.5,200,19589,19589,0,0,19589,270,56,56,56,-22.671339200000144,0.34573060000004074,-23.01706980000019,17.615739199999993,0.0,0.07142857142857142,0.015020617437587033,0.0,0,
