ts,open,high,low,close,volume
1787338680,4624.44,4624.7,4623.63,4624.31,
1787338740,4624.29,4624.44,4623.44,4624.42,
1787338800,4624.44,4625.59,4623.92,4624.06,
1787338860,4624.03,4624.14,4622.42,4622.6,
1787338920,4622.6,4624.46,4621.83,4624.46,
1787338980,4624.4,4625.15,4623.09,4623.11,
1787339040,4623.11,4623.11,4621.42,4622.11,
1787339100,4622.11,4622.24,4618.58,4619.97,
1787339160,4620.06,4620.93,4620.06,4620.54,
1787339220,4620.54,4622.24,4620.35,4622.18,
1787339280,4622.18,4622.22,4621.18,4621.4,
1787339340,4621.4,4621.8,4621.01,4621.3,
1787339400,4621.3,4621.62,4620.92,4621.58,
1787339460,4621.58,4621.89,4620.48,4621.42,
1787339520,4621.42,4622.4,4621.02,4622.39,
1787339580,4622.39,4623.42,4622.17,4623.15,
1787339640,4623.15,4623.48,4622.61,4622.75,
1787339700,4622.75,4622.76,4621.55,4621.65,
1787339760,4621.65,4621.93,4620.17,4620.21,
1787339820,4620.21,4621.66,4620.17,4621.6,
1787339880,4621.6,4622.32,4621.07,4622.02,
1787339940,4622.02,4622.68,4621.9,4622.56,
1787340000,4622.56,4622.96,4622.14,4622.45,
1787340060,4622.46,4623.19,4622.08,4622.14,
1787340120,4622.14,4623.46,4621.96,4622.42,
1787340180,4622.37,4623.29,4622.15,4622.82,
1787340240,4622.82,4623.01,4622.22,4622.38,
1787340300,4622.38,4623.01,4622.09,4622.44,
1787340360,4622.44,4622.88,4621.74,4622.27,
1787340420,4622.27,4622.28,4621.28,4621.53,
1787340480,4621.53,4621.53,4618.25,4618.43,
1787340540,4618.43,4619.11,4617.97,4618.15,
1787340600,4618.15,4619.52,4618.14,4618.94,
1787340660,4619.01,4619.75,4618.07,4618.17,
1787340720,4618.17,4618.99,4618.1,4618.42,
1787340780,4618.41,4619.2,4617.62,4617.83,
1787340840,4617.87,4618.16,4616.75,4617.11,
1787340900,4617.11,4617.52,4615.89,4616.85,
1787340960,4616.85,4617.27,4616.09,4616.43,
1787341020,4616.43,4617.47,4616.42,4617.46,
1787341080,4617.46,4618.44,4616.99,4616.99,
1787341140,4616.99,4618.01,4615.78,4618.01,
1787341200,4618.01,4619.68,4617.96,4619.1,
1787341260,4619.1,4619.57,4618.33,4619.31,
1787341320,4619.31,4619.31,4618.43,4618.86,
1787341380,4618.86,4619.54,4618.53,4619.38,
1787341440,4619.35,4619.35,4617.91,4618.1,
1787341500,4618.1,4618.56,4617.46,4618.56,
1787341560,4618.56,4619.49,4618.01,4618.07,
1787341620,4618.07,4621.08,4617.8,4621.08,
1787341680,4621.04,4622.44,4620.98,4621.69,
1787341740,4621.69,4623.25,4621.53,4622.81,
1787341800,4622.8,4623.19,4621.28,4621.86,
1787341860,4621.86,4622.65,4621.67,4622.19,
1787341920,4622.19,4623.09,4622.05,4622.92,
1787341980,4622.92,4623.77,4622.39,4622.46,
1787342040,4622.46,4622.9,4621.7,4622.9,
1787342100,4622.9,4622.9,4619.11,4621.1,
1787342160,4621.1,4621.41,4619.43,4619.57,
1787342220,4619.57,4619.59,4618,4618.66,
1787342280,4618.59,4619.3,4617.62,4617.62,
1787342340,4617.64,4617.96,4615.61,4616.96,
1787342400,4616.96,4617.25,4615.28,4615.38,
1787342460,4615.38,4616.21,4615.08,4615.93,
1787342520,4615.93,4617.29,4615.22,4616.25,
1787342580,4616.25,4617.45,4615.95,4617.28,
1787342640,4617.28,4617.41,4617.06,4617.41,
1787342700,4617.41,4617.51,4616.75,4617.13,
1787342760,4616.98,4617.63,4616.74,4617.2,
1787342820,4617.2,4617.2,4616.53,4616.62,
1787342880,4616.62,4617.06,4615.66,4616.82,
1787342940,4616.82,4617.12,4616.22,4616.52,
1787343000,4616.52,4617.07,4615.87,4616.92,
1787343060,4616.92,4617.04,4616.59,4616.65,
1787343120,4616.65,4616.97,4616.2,4616.96,
1787343180,4616.96,4617.7,4616.77,4616.8,
1787343240,4616.8,4617.28,4616.67,4616.92,
1787343300,4616.92,4617.68,4616.18,4616.2,
1787343360,4616.2,4616.53,4614.9,4614.9,
1787343420,4614.9,4615.08,4614.35,4614.58,
1787343480,4614.58,4614.85,4612.78,4612.85,
1787343540,4612.87,4612.93,4611.4,4612.73,
1787343600,4612.73,4613.36,4611.62,4611.62,
1787343660,4611.62,4613.63,4611.62,4612.56,
1787343720,4612.67,4612.7,4611.43,4611.73,
1787343780,4611.73,4612.47,4610.61,4610.83,
1787343840,4610.83,4611.38,4610.44,4611.03,
1787343900,4611.03,4611.33,4610.6,4610.76,
1787343960,4610.76,4611.58,4610.56,4611.21,
1787344020,4611.21,4611.22,4610.31,4610.93,
1787344080,4610.93,4611.9,4610.74,4611.07,
1787344140,4611.07,4611.43,4610.88,4610.96,
1787344200,4610.96,4611.99,4610.13,4611.99,
1787344260,4611.99,4612,4610.7,4610.95,
1787344320,4610.95,4610.95,4610.25,4610.47,
1787344380,4610.47,4610.91,4610.11,4610.74,
1787344440,4610.71,4611.06,4610.34,4610.51,
1787344500,4610.51,4610.61,4609.9,4610.02,
1787344560,4610.02,4611.62,4610.02,4611.08,
1787344620,4611.08,4611.77,4610.04,4610.04,
1787344680,4609.98,4610.04,4607.65,4608.03,
1787344740,4608.03,4608.88,4607.74,4608.4,
1787344800,4608.4,4609.54,4607.93,4609.31,
1787344860,4609.31,4609.83,4608.71,4609.28,
1787344920,4609.28,4609.54,4608.35,4608.37,
1787344980,4608.37,4608.78,4607.93,4608.16,
1787345040,4608.16,4608.42,4608,4608.07,
1787345100,4608.07,4608.69,4607.78,4608.34,
1787345160,4608.34,4608.76,4607.58,4607.95,
1787345220,4607.95,4608.28,4606.55,4607.24,
1787345280,4607.24,4607.54,4603.23,4604.57,
1787345340,4604.56,4606.56,4604.45,4606.26,
1787345400,4606.26,4607.07,4605.27,4605.6,
1787345460,4605.6,4605.99,4603.63,4604.65,
1787345520,4604.65,4605,4603.61,4604.91,
1787345580,4604.91,4605.1,4604.08,4604.59,
1787345640,4604.59,4605.26,4604.11,4604.94,
1787345700,4604.94,4604.94,4603.79,4604.09,
1787345760,4604.09,4605.19,4603.12,4603.35,
1787345820,4603.35,4604.11,4602.86,4604.1,
1787345880,4604.1,4604.25,4602.89,4603.74,
